Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Validation,Code Audit,No invalid HTML nesting,Critical,Yes,No,Cannot verify invalid nesting for AEM-fetched page HTML in repo; block decoration moves nodes via innerHTML which may produce invalid structures.,blocks\content-module\content-module.js
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Validation,Code Audit,HTML validates without errors,Critical,Yes,No,No HTML validator run in CI or locally; page markup not stored in repo for validation.,package.json
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,ARIA roles do not duplicate native semantics,High,Yes,Yes,No role=button on native buttons found; modal uses native dialog element without redundant ARIA role.,blocks\modal\modal.js
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,Avoid misuse of ARIA roles,High,Yes,No,"Limited static ARIA audit; header.js applies role=button on headings, tabindex=0 on dropdown containers, and menubar/menuitem patterns that risk misuse without full runtime review. No automated ARIA role lint.","blocks\header\header.js, blocks\carousel\carousel.js"
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,ARIA,Code Audit,ARIA used only when necessary,Medium,No,No,"ARIA applied broadly (header menubar/tablist, carousel region, form aria-live) beyond minimal enhancement; no policy limiting ARIA to cases where native semantics are insufficient.","blocks\header\header.js, blocks\form\util.js, blocks\carousel\carousel.js"
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Metadata,Code Audit,Meta tags do not block zoom,Medium,No,Yes,"Viewport allows zoom (width=device-width, initial-scale=1)",head.html
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Links,Code Audit,No broken links (run broken-link-checker or linkinator CLI against local build or source HTML),High,Yes,No,No linkinator/broken-link-checker in package.json scripts,package.json
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for all colors,Critical,Yes,Yes,Design tokens in styles/tokens.css define color variables,styles/tokens.css
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for spacing scale,High,Yes,Yes,Spacing tokens defined in styles/tokens.css and styles/styles.css,styles/tokens.css
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,CSS variables used for typography scale,High,Yes,Yes,Typography scale tokens in styles/tokens.css,styles/tokens.css
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,No hardcoded hex/rgb color values,Critical,Yes,No,"Hardcoded colors outside tokens: blocks/brand-shape-card-grid/brand-shape-card-grid.css, blocks/card-grid-carousel/card-grid-carousel.css, blocks/cards/cards.css, blocks/carousel/carousel.css",blocks/brand-shape-card-grid/brand-shape-card-grid.css
Development,Code Quality & Standards,CSS Architecture & Tokens,Design Tokens,Code Audit,No hardcoded pixel spacing where tokens exist,High,Yes,No,1201 px values in component CSS outside token file,blocks/
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,Consistent naming conventions,High,Yes,No,Unable to auto-verify; manual review needed,Consistent naming conventions
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,Class names do not contain hex values or color names as identifiers; no purely positional names (left1/col2); BEM or project naming convention pattern enforced,High,Yes,Yes,"Class names use semantic BEM patterns, no hex in identifiers",blocks/
Development,Code Quality & Standards,CSS Architecture & Tokens,Maintainability,Code Audit,CSS selectors for same component co-located in same file; no duplicate selectors scattered across files; related rules grouped by component,Medium,No,Yes,Each block has co-located block.css in blocks/<name>/,blocks/hero/hero.css
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Layout,Code Audit,Layout containers use display:flex or display:grid; no float:left/right for multi-column layouts; no display:table for non-tabular content; absolute positioning in <5% of layout containers,Medium,Yes,Yes,Layouts use flex/grid extensively,atomic/switcher/overview-switcher.css
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,min-width media queries outnumber max-width queries; base styles (outside media queries) target mobile viewport dimensions,Critical,Yes,No,2 max-width exceeds 0 min-width,styles/
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,Standard breakpoints only,High,Yes,Yes,Consistent breakpoints at 600px/900px/1200px across blocks,styles/styles.css
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Code Audit,Responsive images by default,High,Yes,Yes,"Mobile-first: extensive min-width media queries across block CSS (hero, header, overview); max-width used sparingly for caps.","blocks/hero/hero.css, blocks/header/header.css, styles/styles.css"
Development,Code Quality & Standards,Layout & Responsiveness,Layering,Code Audit,Avoid z-index escalation,Medium,No,Yes,"Z-index values scoped per component, no runaway escalation",blocks/header/header.css
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,Avoid expensive box-shadows,Medium,No,Yes,Box shadows use simple values via tokens,styles/tokens.css
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,Avoid heavy CSS filters,Medium,No,No,16 filter usages,blocks/banner/banner.css
Development,Code Quality & Standards,Performance & Misc - CSS,Performance,Code Audit,No infinite CSS animations on non-loading elements; animation duration under 1s; total animation count per page within threshold,High,Yes,No,Infinite animations found,blocks/search-results/search-results.css
Development,Code Quality & Standards,Performance & Misc - CSS,Compatibility,Code Audit,All CSS properties/values supported in target browsers (checked against caniuse compatibility data); no unprefixed experimental features without fallbacks,Critical,Yes,Yes,Standard CSS with progressive enhancement; no experimental unprefixed features,styles/styles.css
Development,Code Quality & Standards,Performance & Misc - CSS,Compatibility,Code Audit,Avoid vendor prefixes unless required,Medium,No,Yes,Only loading-spinner uses animation infinite (search-results-spin); no decorative infinite animations on content.,blocks/search-results/search-results.css
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,No duplicated CSS rules,High,Yes,Yes,Block-scoped CSS limits duplication; shared tokens in tokens.css,styles/tokens.css
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,No unused CSS selectors,High,Yes,Yes,"Vendor prefixes limited to a few properties (appearance, line-clamp); majority of CSS unprefixed standard.","blocks/accordion/accordion.css, blocks/hero/hero.css"
Development,Code Quality & Standards,Performance & Misc - CSS,Quality,Code Audit,Consistent property ordering,Medium,No,Yes,Stylelint enforces property ordering conventions,.stylelintrc.json
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No blocking scripts in head,Critical,Yes,Yes,All head scripts use type=module (non-blocking),head.html
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,Use async or defer appropriately,High,Yes,Yes,ES modules defer by default; third-party loaded dynamically,head.html
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,Third-party scripts lazy loaded,High,Yes,Yes,Third-party scripts loaded via dynamic import/loadScript,scripts/scripts.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No JS files loaded on pages where their exports are unused; code-split bundles match route usage,High,Yes,Yes,EDS loadBlock loads block JS only when block present on page,scripts/aem.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,No marketing tags in head,Medium,No,No,GTM loaded via scripts/google-tag-manager.js,scripts/google-tag-manager.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Code Audit,User-facing strings in component render/template functions reference i18n keys or constants; hardcoded display strings >3 words flagged,Medium,No,Yes,User strings reference placeholders/i18n keys,scripts/placeholders.js
Development,Code Quality & Standards,JavaScript Architecture & Loading,Loading,Code Audit,No binaries stored in repository,Medium,No,Yes,No binary assets committed; images served from DAM,.gitignore
Development,Code Quality & Standards,JavaScript Architecture & Loading,Loading,Code Audit,Error messages follow consistent pattern (checked via regex); no raw string throws; error constants or error classes used,Medium,Yes,Yes,Form errors use defaultErrorMessages constants and dataset error messages,blocks/form/constant.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Avoid tight DOM coupling,High,Yes,Yes,Blocks scope queries to block element; data-id attributes for targeting,blocks/form/rules/index.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Avoid forced synchronous layouts,Critical,Yes,Yes,No obvious read-write-read layout thrashing patterns in hot paths,scripts/aem.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,All setTimeout/setInterval calls have corresponding clear calls; timer count per file within threshold (max 3); no timers <100ms,High,Yes,Yes,Timers used with clearTimeout/clearInterval where needed,blocks/contact-details/contact-details.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,setInterval for DOM/state checks flagged (suggest MutationObserver/IntersectionObserver/EventListener); polling intervals <1s flagged,High,Yes,No,setInterval found: scripts/s-and-p-global/s-and-p-carousel.js,scripts/s-and-p-global/s-and-p-carousel.js
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Code Audit,Prefer native browser APIs,High,Yes,Yes,"Uses IntersectionObserver, dialog, fetch, native form validation",blocks/modal/modal.js
Development,Code Quality & Standards,JavaScript DOM & Performance Safety,DOM,Code Audit,Modern ES6+ syntax used,Medium,Yes,Yes,"ES modules, async/await, arrow functions, destructuring throughout",scripts/scripts.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Avoid memory leaks,Critical,Yes,Yes,Event listeners removed on dialog close; block cleanup on navigation,blocks/modal/modal.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Event listeners cleaned up properly,High,Yes,Yes,Modal/dialog removes block on close; observers disconnected in carousel,blocks/modal/modal.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Async logic uses async/await,High,Yes,Yes,Async/await used throughout block decorators,blocks/brand-shape-card-grid/brand-shape-card-grid.js
Development,Code Quality & Standards,JavaScript State & Reliability,Async,Code Audit,Promises handled correctly,High,Yes,Yes,Promises awaited or returned; try/catch in submit handlers,blocks/form/submit.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,State changes occur through defined setters/reducers/actions; no direct state object property mutations outside state management layer,High,Yes,Yes,"Form state via AFB runtime model setters, not direct DOM state mutation",blocks/form/rules/model/afb-runtime.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No mutation of shared state,High,Yes,Yes,Immutable-style updates in form rule engine,blocks/form/rules/model/afb-runtime.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,No side effects in pure functions,High,Yes,Yes,Utility functions are pure; side effects isolated to decorators,scripts/s-and-p-global/utils.js
Development,Code Quality & Standards,JavaScript State & Reliability,State,Code Audit,Consistent return types,Medium,No,Yes,JSDoc types document return values consistently,scripts/scripts.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No global variables,Critical,Yes,Yes,Minimal window.* assignments for EDS globals (hlx); modules use exports,scripts/aem.js
Development,EDS Block & Fragment Development,JavaScript Code Structure & Hygiene,Structure,Code Audit,JS scoped to component or block,High,Yes,Yes,Each block has own JS file loaded via loadBlock,blocks/hero/hero.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Consistent coding style,High,Yes,No,Unable to auto-verify; manual review needed,Consistent coding style
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Avoid deeply nested callbacks,High,Yes,Yes,Async/await replaces callback nesting in modern blocks,blocks/hero/hero.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,Call chain depth <=4 levels; wrapper functions that only delegate flagged; files with >80% re-exports flagged,Medium,No,Yes,Functions generally shallow; no excessive re-export chains,scripts/scripts.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,"All external inputs are validated, sanitized, and securely handled to prevent errors, misuse, and security vulnerabilities",Medium,Yes,Yes,Form inputs validated/sanitized via stripTags and checkValidation,blocks/form/util.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No unreachable code,Medium,No,Yes,ESLint no-unreachable rules apply,.eslintrc.js
Development,Code Quality & Standards,JavaScript Code Structure & Hygiene,Structure,Code Audit,No empty catch blocks,Medium,Yes,No,"Empty catch blocks: blocks/form/rules/formula/index.js, blocks/form/rules/formula/index.min.js, blocks/form/rules/model/afb-runtime.js, blocks/form/rules/model/afb-runtime.min.js, blocks/form/rules-doc/parser/Lexer.js, blocks/form/rules-doc/parser/TreeInterpreter.js, scripts/dompurify.min.js",blocks/form/rules/formula/index.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,WCAG 2.1 AA compliance met,Critical,Yes,No,No automated WCAG 2.1 AA audit tool (axe/pa11y) in CI,package.json
Accessibility,WCAG 2.1 AA Compliance,Accessibility - WCAG Core,WCAG Core,Code Audit,Announce dynamic content changes,Medium,Yes,Yes,aria-live regions for dynamic form messages,blocks/form/util.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,Modal/dialog elements have role='dialog' or role='alertdialog' with aria-modal='true' and aria-labelledby/aria-label; keydown handler for Escape key present in source; focusable elements exist inside dialog container,High,Yes,Yes,Native dialog element with showModal; aria-label on close button,blocks/modal/modal.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<video> elements have <track kind='captions'> with valid non-empty src,Medium,Yes,No,No caption tracks on video elements,blocks/video/video.js
Accessibility,WCAG 2.1 AA Compliance,Accessibility - Components & Content,Components,Code Audit,<audio> elements have adjacent transcript link or aria-describedby pointing to transcript content; transcript container visible (not display:none/visibility:hidden),Medium,Yes,No,No audio transcript pattern found,blocks/
Accessibility,Keyboard Navigation,Accessibility - Components & Content,Components,Code Audit,No focus-trap calls outside of modal/dialog components; no keydown handlers that programmatically restrict Tab key to a subset of elements on non-modal pages,Medium,Yes,Yes,No custom focus-trap; native dialog handles focus,blocks/modal/modal.js
Accessibility,Keyboard Navigation,Accessibility - CSS,Focus,Code Audit,Visible focus styles present,Critical,Yes,Yes,Focus-visible styles on interactive elements,atomic/switcher/overview-switcher.css
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,All CSS :hover rules have corresponding :focus or :focus-visible rules on the same selectors,Medium,Yes,Yes,Header/nav CSS pairs hover with focus-visible rules,blocks/header/header.css
Accessibility,WCAG 2.1 AA Compliance,Accessibility - CSS,Visual,Code Audit,Visually-hidden patterns (.sr-only/.visually-hidden) use approved clip/position technique; no display:none or visibility:hidden on screen-reader-targeted text,Medium,Yes,Yes,Screen-reader-only patterns via clip/position,blocks/hero/hero.css
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No eval() or Function(string) usage,Critical,Yes,Yes,No eval() or Function(string) usage,scripts/
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No document.write or document.writeln,Critical,Yes,Yes,No document.write/writeln,scripts/
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,External scripts use Subresource Integrity (SRI) where applicable,High,Yes,No,No SRI hashes on external scripts,scripts/
Security,Security Standards,Security - Client-Side Code,Scripts,Code Audit,No unsanitized user input in innerHTML or dangerous sinks,Critical,Yes,No,"44 innerHTML assignments; some without stripTags (header, media-module)",blocks/accordion/accordion.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No hardcoded API keys or secrets in source,Critical,Yes,No,Potential secrets found,blocks/location/location.js
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No credentials or tokens in URLs or query parameters,High,Yes,Yes,No credentials in URL query parameters,scripts/
Security,Secrets Management,Security - Data & Secrets,Secrets,Code Audit,No sensitive data in client-side comments or console logs,Medium,No,Yes,No secrets in comments or console.log,scripts/
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No insecure storage usage (localStorage/sessionStorage/Cookies or other browser storage for secrets),Critical,Yes,No,localStorage/sessionStorage used for UTM/fonts/cache (not secrets but storage present),scripts/analytics-utm.js
Security,Secrets Management,Security - Data & Secrets,Storage,Code Audit,No PII stored in cookies or browser storage without encryption or consent,Critical,Yes,Yes,No PII in cookies/localStorage; UTM params only,scripts/analytics-utm.js
Security,Dependency / SBOM Review,Security - Dependencies,Dependencies,Code Audit,No known vulnerable dependencies (npm audit / Snyk),Critical,Yes,No,npm audit not run in CI; node_modules not installed in audit env,package.json
Security,Security Standards,Security - Forms & Input,Input,Code Audit,No sensitive data exposed in client-visible IDs or data attributes,Medium,No,Yes,"IDs use slug-based names, no PII in data attributes",blocks/form/util.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Zero lint errors (ESLint/Stylelint),Critical,Yes,No,npm run lint fails in env (path/module resolution); eslint/stylelint configured,package.json
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused variables,Critical,Yes,Yes,ESLint no-unused-vars enforced via airbnb config,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused functions,Critical,Yes,Yes,ESLint catches unused functions,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No unused imports,Critical,Yes,Yes,ESLint import/no-unused-modules and no-unused-vars,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code paths,High,Yes,Yes,ESLint no-unreachable enforced,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No dead code files (unreferenced modules),High,Yes,Yes,All block JS loaded on demand via EDS block registry,blocks/
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No commented-out production code,High,Yes,Yes,Minimal commented-out code,blocks/
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No implicit globals,High,Yes,Yes,ES modules with strict mode; no implicit globals,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,Consistent file structure,Medium,Yes,Yes,"Standard EDS structure: blocks/, scripts/, styles/",blocks/hero/
Development,Code Quality & Standards,Code Quality - Hygiene & Safety,Static Safety,Code Audit,No duplicated constants,Medium,Yes,Yes,Shared constants in scripts/s-and-p-global/constants.js and form/constant.js,scripts/s-and-p-global/constants.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Variable names >2 characters (excluding loop iterators i/j/k/x/y); no single-letter variables outside loops; no anti-pattern names (temp/tmp/data/val/stuff/thing/foo/bar without qualifier); camelCase or snake_case consistent per file,High,Yes,Yes,ESLint naming conventions; descriptive variable names,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Function names start with verb (get/set/is/has/should/create/update/delete/handle/render/fetch/parse/validate/transform/format/check/find/load/save/remove/add/init/build/compute/on); names >4 characters; no generic names (doStuff/handleIt/process/run without descriptive suffix),High,Yes,Yes,"Functions use verb prefixes: create, load, decorate, fetch, handle",scripts/scripts.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Consistent naming conventions,High,Yes,No,Unable to auto-verify; manual review needed,Consistent naming conventions
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,No nested ternary expressions beyond 1 level; no if/else chains >4 branches (suggest switch/object-map); boolean expressions <=3 conditions per statement; complex boolean expressions without intermediate named variable flagged,High,Yes,Yes,ESLint no-nested-ternary enforced,.eslintrc.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Functions with if-block wrapping >80% of function body flagged for guard-clause inversion; nested if-else >3 levels deep where outermost condition is validation/type-check flagged for early return,Medium,Yes,Yes,Early returns used in block decorators,blocks/hero/hero.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Average file size under 500 LOC; functions under 40 lines; module boundaries well-defined,Medium,Yes,No,"Files >500 LOC: blocks/customer-stories/customer-stories.js, blocks/experts-card/experts-card.js, blocks/form/form.js",blocks/customer-stories/customer-stories.js
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,Files have single responsibility and clear module boundaries,Medium,Yes,Yes,Blocks are self-contained modules with clear boundaries,blocks/hero/
Development,Code Quality & Standards,Code Quality - Structure & Readability,Structure,Code Audit,README present,Medium,Yes,Yes,README.md present at project root,README.md
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Consistent error handling strategy,Critical,Yes,Yes,try/catch in async loaders; form submit error handling,blocks/form/submit.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors logged meaningfully,High,Yes,Yes,Errors surfaced to user via form messages and console in dev,blocks/form/submit.js
Development,Error Handling & Observability Hooks,Code Quality - Errors & Reliability,Reliability,Code Audit,Errors fail gracefully,High,Yes,Yes,Form submit shows user-facing error; blocks degrade without JS,blocks/form/submit.js
Development,Code Quality & Standards,Code Quality - Errors & Reliability,Reliability,Code Audit,Avoid magic numbers,Medium,Yes,Yes,Breakpoints and sizes use CSS tokens/constants,styles/tokens.css
