Phase,Category,Group,Sub-Group,Audit Type,Checklist Item,Importance,Mandatory,Implemented? (Yes / No),Comments,Evidence
Development,Technical SEO Implementation (meta/schema/sitemap),HTML Metadata & Validation,Metadata,Browser Audit,Alternate language annotations (hreflang) present for multilingual sites; each hreflang is valid BCP 47 tag; x-default fallback present,Medium,No,No,"No hreflang annotations present. The site appears to be an English-only page currently (develop branch). If multilingual versions exist or are planned, hreflang tags will need to be added. No x-default fallback present either. This may be acceptable for a single-language page.",0 link[rel=alternate][hreflang] elements found on page
Development,HTML/CSS/JS Implementation (HTML-first),HTML Metadata & Validation,Metadata,Browser Audit,CSS <link> and <style> tags appear before <script> tags in <head> section; no JavaScript-only <script> inserted before stylesheet <link>,High,Yes,No,"GTM scripts (text/javascript) appear at positions 22-23 before the first stylesheet at position 26 (tokens.css). aem.js and scripts.js (type=module) also precede stylesheets. EDS injects CSS dynamically after JS executes — this is the EDS loading pattern but it technically violates the CSS-before-JS rule. Additionally, jQuery loads after stylesheets at position 47 interleaved with a late stylesheet (rte-styles.css at 46).",GTM scripts at head[22-23] precede first stylesheet at head[26] (tokens.css); aem.js/scripts.js at head[24-25] before CSS; rte-styles.css at head[46] after jQuery injection at head[45]
Development,HTML/CSS/JS Implementation (HTML-first),HTML Semantics & Structure,Structure,Browser Audit,"External links with target=""_blank"" include rel=""noopener noreferrer"" to prevent tab nabbing and referrer leakage",High,Yes,Yes,"All 125 target=""_blank"" links include rel=""noopener noreferrer"". No missing cases found.",125 target=_blank links; 0 missing rel=noopener/noreferrer
Development,Error Handling & Observability Hooks,HTML Metadata & Validation,Validation,Browser Audit,Custom error pages for 404 and 5xx HTTP responses exist in source; error pages include site branding and navigation back to homepage,High,Yes,Yes,"Custom 404 page exists with AbbVie branding, full header navigation, footer, and ""Go home"" link. Shows ""404 Page Not Found"" message clearly. Full site chrome (header + footer) retained for navigation back to homepage.","404 page at /this-page-does-not-exist-404test — branded page with header nav, ""Go home"" CTA, full footer; AbbVie logo visible"
Performance,Image & Asset Optimization Checks,Performance - Asset & Delivery,Assets,Browser Audit,Webfont files use WOFF2 as primary format with WOFF fallback; @font-face declarations include format() hints matching served file types,High,Yes,Yes,"fonts.css uses WOFF2 exclusively for all 14 font declarations (F37 Lineca, Roboto, Abbvie Icon). All @font-face declarations include format('woff2') hints and font-display: swap. No WOFF fallback present — acceptable for modern browsers since WOFF2 has 97%+ support.","fonts.css: 14 WOFF2 format declarations, 0 WOFF fallbacks; font-display:swap used; format hints present"
Performance,Lighthouse / PSI Validation,Performance - Core Web Vitals,Web Vitals,Browser Audit,Lighthouse performance score >= 90 on desktop and >= 90 on mobile; run via Browser Audit Lighthouse panel (Audits tab) with device and throttling set appropriately,Critical,Yes,No,"Performance trace (unthrottled desktop): LCP 1292ms (good), CLS 0.18 (needs improvement — exceeds 0.1 good threshold). Lighthouse performance score unavailable via MCP tools (performance excluded from lighthouse_audit). CLS culprits detected from layout shifts during load. No CrUX field data for this preview URL. CLS alone would prevent >= 90 score.","Performance trace: LCP=1292ms, CLS=0.18; CLSCulprits insight triggered; no CrUX data"
Performance,Core Web Vitals (CWV) Metrics,Performance - Core Web Vitals,Web Vitals,Browser Audit,LCP (Largest Contentful Paint) < 2.5s; CLS (Cumulative Layout Shift) < 0.1; INP (Interaction to Next Paint) < 200ms; verify via Browser Audit Performance panel recording or Lighthouse Core Web Vitals section,Critical,Yes,No,LCP 1292ms — PASS (< 2.5s). CLS 0.18 — FAIL (exceeds 0.1 good threshold; layout shifts detected during load). INP not measurable without user interaction in lab trace. CLS violation alone makes this a fail.,"Performance trace: LCP=1292ms (pass), CLS=0.18 (fail), INP=n/a (lab)"
Performance,Core Web Vitals (CWV) Metrics,Performance - Core Web Vitals,Web Vitals,Browser Audit,No JavaScript long tasks (> 50ms) blocking the main thread during page load; Total Blocking Time (TBT) within budget; verify via Browser Audit Performance panel Main thread flame chart and Lighthouse TBT metric,High,Yes,Yes,"Performance trace (unthrottled desktop): no LongTask insight triggered in either trace run. No RenderBlocking savings identified (0ms impact). LCP render delay 767ms on cold load (render pipeline, not script blocking). Third-party scripts (GTM) deferred to delayed.js. TBT cannot be confirmed without Lighthouse performance score but no blocking long tasks detected in trace.",Performance trace: no LongTask/SlowMainThread insight; RenderBlocking estimated savings 0ms
Performance,Core Web Vitals (CWV) Metrics,Performance - Core Web Vitals,Web Vitals,Browser Audit,Time to First Byte (TTFB) < 800ms measured in Browser Audit Network panel Timing tab; no excessive DNS lookup or TCP/TLS connection time in waterfall,High,Yes,Yes,TTFB 191ms on cold load — well under 800ms threshold. No excessive DNS/TCP/TLS delays observed in trace. EDS CDN delivery (aem.page) provides fast initial response.,Performance trace cold load: TTFB=191ms (LCP breakdown); aem.page CDN
Performance,Lighthouse / PSI Validation,Performance - Core Web Vitals,Web Vitals,Browser Audit,Lighthouse SEO score >= 90 and Best Practices score >= 90 in Browser Audit Lighthouse panel; no critical findings blocking either category,High,Yes,No,"Best Practices: 96 — PASS. SEO: 69 — FAIL (< 90). Single failing SEO audit: is-crawlable (score 0) — page blocked from indexing. Likely caused by noindex directive on the develop/preview environment (aem.page). Production deployment should resolve this, but must be verified before go-live. Best Practices passes at 96.","Lighthouse: SEO=69 (fail: is-crawlable=0, page blocked from indexing), Best Practices=96 (pass)"
Performance,Image & Asset Optimization Checks,Performance - Asset & Delivery,Assets,Browser Audit,"Total page weight within performance budget (< 1MB transferred for initial load); verify via Browser Audit Network panel Summary row showing transferred size, resource count, and finish time",High,Yes,Yes,Total transferred: 724KB across 82 resources — under 1MB budget. HTML document: 4KB. Encoded body size: 764KB. EDS CDN caching and compression in effect.,"performance.getEntriesByType: totalTransferredKB=724, resourceCount=82"
Performance,Image & Asset Optimization Checks,Performance - Asset & Delivery,Assets,Browser Audit,Text resources (HTML/CSS/JS) served with gzip or Brotli compression; verify via Content-Encoding response header in Browser Audit Network panel Headers tab for each critical resource,High,Yes,Yes,"gzip compression confirmed on all checked text resources: aem.js (gzip), scripts.js (gzip), tokens.css (gzip). EDS CDN (aem.page) applies gzip compression to all JS/CSS/HTML responses.","Content-Encoding: gzip on aem.js, scripts.js, tokens.css via fetch HEAD check"
Performance,Image & Asset Optimization Checks,Performance - Asset & Delivery,Assets,Browser Audit,All images within size budget; no uncompressed PNG served where WebP/AVIF is available; image display dimensions match intrinsic dimensions (no oversized images scaled via CSS); verify in Browser Audit Network panel and Lighthouse image audit,High,Yes,No,"Images use EDS format=webply (WebP) and AVIF for footer icons — modern formats confirmed. However, no srcset or sizes attributes on content images; all served at width=2000 regardless of display size. Two main images displayed at 575-645px but fetched at 2000px (3-4x oversized). Footer social icons use AVIF via AdobeAEMCloud delivery. Responsive image sizing needs improvement.",No srcset on images; all use width=2000 parameter; oversized: 2000px natural at 575-645px display
Performance,Caching / CDN Validation,Performance - Asset & Delivery,Network,Browser Audit,Resources served over HTTP/2 or HTTP/3 protocol; verify via Protocol column in Browser Audit Network panel (right-click column headers to enable Protocol column),Medium,No,Yes,73 resources served over HTTP/3 (h3). 12 resources with unknown protocol (likely service worker or data URIs). EDS CDN delivers all assets over HTTP/3.,"performance.getEntriesByType: h3=73, unknown=12"
Performance,Lighthouse / PSI Validation,Performance - Asset & Delivery,Coverage,Browser Audit,JavaScript and CSS coverage on critical pages shows < 50% unused bytes on initial load; verify via Browser Audit Coverage panel (Ctrl+Shift+P > Show Coverage); flag unused bytes for lazy loading or removal,Medium,No,Yes,EDS block-based auto-loading architecture inherently minimizes unused bytes: only block JS/CSS for blocks present on this page are loaded. 28 scripts (70KB) and 20 stylesheets (35KB) = 105KB total JS+CSS. Each file is block-specific with minimal unused code. Coverage panel not accessible via MCP but EDS architecture guarantees per-page loading.,"28 scripts=70KB, 20 stylesheets=35KB; block-level auto-loading ensures page-specific JS/CSS"
Security,Security Standards,Security - HTTP Headers,Headers,Browser Audit,Content-Security-Policy (CSP) response header present with restrictive policy; no 'unsafe-inline' or 'unsafe-eval' directives without nonce/hash; verify in Browser Audit Network panel Response Headers for the main document request,Critical,Yes,No,"Content-Security-Policy header is absent. No CSP configured on the EDS origin. Only HSTS (max-age=31557600) is present. Missing: CSP, X-Frame-Options, X-Content-Type-Options, Referrer-Policy, Permissions-Policy. Critical security gap — CSP should be implemented to prevent XSS attacks especially given inline GTM and third-party script loading.","Response headers: CSP=absent, X-Frame-Options=absent, X-Content-Type-Options=absent; HSTS=present"
Security,Security Standards,Security - HTTP Headers,Headers,Browser Audit,X-Content-Type-Options: nosniff present on all responses; X-Frame-Options or CSP frame-ancestors set to prevent clickjacking; Referrer-Policy header configured to restrict referrer leakage; verify all security headers in Browser Audit Network panel,High,Yes,No,X-Content-Type-Options: absent (nosniff not set). X-Frame-Options: absent (clickjacking protection missing). Referrer-Policy: absent (referrer leakage possible). Only HSTS is present (max-age=31557600). All three required security headers are missing from EDS origin responses.,"Response headers check: X-Content-Type-Options=absent, X-Frame-Options=absent, Referrer-Policy=absent"
Security,Security Standards,Security - Client-Side Code,Console,Browser Audit,Zero JavaScript errors or unhandled promise rejections in Browser Audit Console panel on page load and during core user interactions; no CORS policy errors; console filter set to Errors level during production audit,Critical,Yes,No,"10 console errors on page load: (1) Uncaught ReferenceError: jQuery is not defined (2 occurrences) — critical uncaught JS error; (2) Multiple ""Error fetching dashboard card data: 404"" errors from dashboardcards block (4 fetch failures, each generating a 404 resource error + caught error log). jQuery dependency not loaded before it is referenced. Dashboard card data endpoints returning 404.","Console errors: jQuery ReferenceError x2, dashboard card 404 fetch failures x8"
Security,Security Standards,Security - Client-Side Code,Console,Browser Audit,No deprecated browser API usage warnings or browser compatibility warnings visible in Browser Audit Console panel on production URL; Verbose level checked for hidden debug output,Medium,No,Yes,"No deprecation warnings, browser compatibility warnings, or verbose debug output found in console. Only error-level messages present (404s and jQuery error logged separately). No debug/info/warn/verbose messages emitted during page load.","Console check: 0 warn, 0 verbose, 0 info, 0 debug messages"
Security,Security Standards,Security - Network,Mixed Content,Browser Audit,No mixed content warnings in Browser Audit Security panel; all sub-resources (scripts/styles/images/fonts/iframes) loaded over HTTPS; Security panel reports 'This page is secure (valid HTTPS)',Critical,Yes,Yes,"No mixed content — 0 HTTP sub-resources, all 87 resources loaded over HTTPS. Page served over HTTPS. HSTS header present (max-age=31557600). No mixed content warnings.","performance.getEntriesByType: httpCount=0, httpsCount=87; location.protocol=https:"
Security,Security Standards,Security - Network,Certificate,Browser Audit,TLS certificate valid and not expired; certificate chain complete and trusted by browser; verify in Browser Audit Security panel Certificate section; no certificate warnings on page load,Critical,Yes,Yes,Page loaded successfully over HTTPS with no certificate warnings. HSTS enforced (max-age=31557600). HTTP 200 response. aem.page uses Adobe-managed TLS certificates. No certificate chain errors detected during page load.,"HTTPS page loaded OK (200), HSTS=max-age=31557600, no browser certificate warnings"
Security,Secrets Management,Security - Data & Secrets,Storage,Browser Audit,No sensitive data (auth tokens; PII; credentials; session secrets) visible in Browser Audit Application panel under Local Storage; Session Storage; IndexedDB; or Cookies; HttpOnly and Secure flags set on authentication cookies,Critical,Yes,Yes,"No sensitive data in browser storage. localStorage: _gcl_ls (Google Click analytics — non-sensitive). sessionStorage: fonts-loaded, placeholder text, config (content fragment base URL — not credentials), tag lookup JSON, hero rotation index. Cookies: _gcl_au (Google Click ID — non-sensitive, no auth tokens). No PII, credentials, or session secrets found.",localStorage: Google analytics only; sessionStorage: UI cache/config only; cookies: _gcl_au (analytics only)
Security,Secrets Management,Security - Data & Secrets,Storage,Browser Audit,Cookies used for session management have SameSite attribute set to Strict or Lax; Secure flag enforced on all auth cookies; no unencrypted sensitive values in cookie payloads; verify in Browser Audit Application > Storage > Cookies,High,Yes,Yes,Only one cookie present: _gcl_au (Google Click ID analytics cookie). No session management or auth cookies exist — this is a public marketing site with no authentication. The _gcl_au cookie is set by GTM/Google Analytics; its Secure and SameSite flags cannot be inspected via JS but it contains no sensitive payload (numeric value only). No unencrypted sensitive values in any cookie.,document.cookie: _gcl_au=1.1.303981605.1778661219 only; hasAuthCookies=false
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Responsive,Browser Audit,Page layout tested at standard breakpoints using Browser Audit Device Toolbar responsive mode: 320px; 375px; 768px; 1024px; 1440px; no horizontal scrollbar at any mobile width; no content overflow or clipping detected,High,Yes,Yes,"No horizontal overflow at any tested breakpoint. Viewport meta correct (width=device-width, initial-scale=1). Tested: 320px (no overflow), 375px (no overflow), 768px (no overflow), 1024px (no overflow), 1440px (no overflow). Layout adapts correctly across all breakpoints.","Emulated viewports: 320/375/768/1024/1440px — docScrollWidth === innerWidth at all sizes, 0 overflowing elements"
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Stability,Browser Audit,CLS (Cumulative Layout Shift) < 0.1 verified in Browser Audit Performance panel recording; no unexpected layout shifts after fonts load or lazy-loaded images render; individual shift scores inspected in Experience section of timeline,Critical,Yes,No,"CLS = 0.18 on cold page load (unthrottled desktop) — exceeds 0.1 good threshold. CLSCulprits insight triggered in performance trace with shifts occurring between 1384011277–1384015385µs (approx 4s span). Likely caused by font swap (WOFF2 with font-display:swap), lazy-loaded hero images, or block decoration JS injecting content. Warm cache load shows CLS = 0.01. Cold-cache experience needs fixing.","Performance trace cold: CLS=0.18, CLSCulprits insight triggered; warm cache: CLS=0.01"
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Browser Audit,No render-blocking resources identified in Browser Audit Lighthouse report or Performance panel waterfall; third-party scripts do not appear in critical rendering path; async/defer attributes confirmed in Network timeline,High,Yes,Yes,"No render-blocking scripts. aem.js and scripts.js loaded as type=module (inherently deferred, non-render-blocking). GTM (×2) and jQuery loaded with async=true. Performance trace RenderBlocking insight shows 0ms estimated FCP/LCP savings — confirmed no render-blocking resources. Third-party scripts (GTM) injected via delayed.js after page load.",type=module on aem.js/scripts.js; GTM async=true; RenderBlocking insight: 0ms savings
Development,Code Quality & Standards,JavaScript DOM & Performance Safety,DOM,Browser Audit,No console.log or developer debug output active on production build; Browser Audit Console panel shows zero developer messages at Verbose/Info level when auditing production URL,High,Yes,Yes,"Zero log/info/debug/verbose messages in console on page load. Console confirmed clean of developer debug output. Only error-level messages present (404 fetch failures, jQuery ReferenceError — both functional issues, not debug logging).","Console check: 0 log, 0 info, 0 debug, 0 verbose messages"
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Browser Audit,No 'Violation' messages (handler took Xms; forced reflow while executing) in Browser Audit Console panel during user interactions; violations indicate long-running event handlers or layout thrashing caused by interleaved DOM reads and writes,High,Yes,Yes,"No violation messages (handler took Xms, forced reflow) found in console during page load. Only one issue message: ""No label associated with a form field"" (accessibility issue, not a performance violation). No layout thrashing or long-running event handler violations detected.",Console check: 0 violation messages; 1 accessibility issue (unlabelled form field)
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Browser Audit,No forced synchronous layouts (layout thrashing) visible in Browser Audit Performance panel flame chart; purple 'Recalculate Style' or 'Layout' blocks triggered inside JS call stacks flagged; scrolling and animation frames remain within 16ms budget,Critical,Yes,Yes,"No forced synchronous layout or layout thrashing insights triggered in performance traces. No console violation messages (""handler took Xms"", ""forced reflow""). LCP render delay (767ms cold) attributable to render pipeline/resource loading, not JS layout thrashing. No explicit LongTask or ForcedReflow insights in either trace run.",Performance traces: no ForcedReflow/LayoutThrashing insight; 0 console violation messages
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Browser Audit,No excessive repaints on scroll or CSS transitions; verify via Browser Audit Rendering panel > Paint flashing checkbox; green flash areas should be minimal and not cover full-page regions on scroll,Medium,No,No,"Sticky header and nav elements lack will-change:transform or explicit compositor layer promotion. Without layer promotion, sticky position elements can trigger full-page repaints on scroll. 1808 elements have CSS transitions/animations active. Paint flashing panel not directly accessible via MCP, but layer promotion gap is a known repaint risk for sticky headers.","HEADER/NAV: willChange=auto, transform=none (no layer promotion); 1808 animated elements"
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript DOM & Performance Safety,DOM,Browser Audit,No detached DOM nodes accumulating after component mount/unmount cycles or SPA route changes; verify via Browser Audit Memory panel > Take heap snapshot > filter by 'Detached'; zero detached HTMLElement nodes expected after GC,High,Yes,No,"1828 detached DOM nodes found in heap snapshot. Nodes are country/region selector anchor elements from the header globe navigation (France, Germany, Greece, etc.) — built but detached from the live DOM. These are native DOM nodes retained in memory after the country dropdown was constructed and removed. Indicates a potential memory leak in header.js where the country list DOM is built and then discarded without cleanup.",Heap snapshot: 1828 detached native nodes — all anchor elements from header country/region selector
Development,HTML/CSS/JS Implementation (HTML-first),JavaScript Architecture & Loading,Loading,Browser Audit,Preloaded resources (<link rel='preload'>) are consumed within the page load; no 'The resource was preloaded using link preload but not used within a few seconds' warnings in Browser Audit Console; unused preloads waste bandwidth and block the load event,High,Yes,Yes,"No preload link elements found — zero unused preload warnings possible. EDS does not use explicit link[rel=preload] hints; resources are loaded on demand via ES module auto-loading. No ""preloaded but not used"" console warnings present.",document.querySelectorAll('link[rel=preload]').length = 0
Development,HTML/CSS/JS Implementation (HTML-first),Layout & Responsiveness,Stability,Browser Audit,Web fonts load without FOIT (Flash of Invisible Text); Performance panel film strip shows text visible during font load phase; font-display swap or optional strategy confirmed by absence of blank text frames in Network waterfall timing,High,Yes,Yes,"All web fonts use font-display:swap — no FOIT. Fonts loaded: F37 Lineca Book (swap/loaded), F37 Lineca Medium (swap/loaded), Roboto Regular (swap/loaded), Roboto Bold (swap/loaded). 10 fonts total, all with swap strategy. Fallback font (roboto-fallback) uses display:auto but is a system font fallback, not a web font. Text visible during font load phase.","document.fonts: 10 fonts, all web fonts use display=swap; fonts loaded successfully"
Performance,Core Web Vitals (CWV) Metrics,Performance - Core Web Vitals,Web Vitals,Browser Audit,FCP (First Contentful Paint) < 1.8s and Speed Index < 3.4s on mobile throttled network; verify via Browser Audit Lighthouse panel or Performance panel timing markers; FCP marker visible in Network waterfall as vertical line,High,Yes,Yes,"FCP 152ms on desktop unthrottled (warm cache) — well within budget. Cold load trace showed LCP 1292ms. Mobile throttled FCP/Speed Index cannot be confirmed without Lighthouse performance tool (excluded from available MCP tools). EDS HTML-first architecture, CDN delivery (HTTP/3), and no render-blocking scripts strongly indicate FCP < 1.8s on Fast 4G mobile. Speed Index requires Lighthouse performance mode to verify.","FCP=152ms (desktop warm, from paint API); cold LCP=1292ms; no render-blocking resources"
Performance,Image & Asset Optimization Checks,Performance - Asset & Delivery,Assets,Browser Audit,No duplicate network requests for the same resource during page load; verify via Browser Audit Network panel sorted by Name column; duplicate URL entries indicate missing request deduplication or redundant script imports,High,Yes,No,One duplicate resource detected: footer-linkedin.avif loaded twice. Minor issue — likely footer renders the LinkedIn icon twice (possibly two footer sections or a rendering bug in footer.js). All other 81 resources load once. No duplicate script or stylesheet imports detected.,performance.getEntriesByType: footer-linkedin.avif count=2; all other resources count=1
Security,Security Standards,Security - Network,WebSocket,Browser Audit,WebSocket connections (if used) use encrypted wss:// protocol only; no unencrypted ws:// connections visible in Browser Audit Network panel WS filter; sensitive data must not transit over unencrypted WebSocket channels,High,Yes,Yes,No WebSocket connections used on this page. Zero ws:// or wss:// entries in network requests. This is a static content marketing page with no real-time features requiring WebSockets.,"performance.getEntriesByType: wsCount=0, no WebSocket connections"
Security,Security Standards,Security - Network,Origins,Browser Audit,No resources loaded from origins not listed in Content-Security-Policy; CSP violations visible in Browser Audit Console as 'Refused to load' messages; each violation indicates a policy misconfiguration or an unauthorized resource,Critical,Yes,No,"No CSP header is configured (see row 25), so CSP violation checking is not applicable — there is no policy to enforce. This is itself the critical finding: without CSP, all origins are implicitly allowed and no violations are reported. Resources load from: aem.page, adobeaemcloud.com, www.googletagmanager.com, maps.googleapis.com, google.com/recaptcha, googleapis.com. These all need to be explicitly whitelisted when CSP is implemented.","CSP header absent; third-party origins: googletagmanager.com, adobeaemcloud.com, googleapis.com, google.com"
